customer_id,n_orders,avg_basket_size,avg_basket_value,max_single_transaction,days_since_last_purchase,lifecycle_stage,weekend_purchase_ratio,category_breadth,category_concentration,inter_purchase_time_mean,inter_purchase_time_std,inter_purchase_time_trend,monetary_trend,monetary_cv,basket_size_trend,purchase_velocity_recent_vs_early
12379,3,19.333333333333332,369.2733333333333,414.84,7,0.9811320754716981,0.0,6,0.3429058351221217,182.0,70.0,139.99999999999997,46.17999999999999,0.1021351504036014,1.0000000000000022,0.5
12380,5,40.4,1069.078,1585.95,22,0.9559118236472945,0.0,6,0.28114434852552744,118.75,103.96483780586588,49.699999999999996,-241.6310000000002,0.3996990818462739,-3.7000000000000033,0.25
12383,5,18.8,325.712,591.16,21,0.8888888888888888,0.0,7,0.4056023450606458,41.25,16.021469970012117,7.099999999999997,-143.6540000000001,0.6586430587763629,-8.400000000000006,0.6666666666666666
12385,1,64.0,1668.4,1668.4,216,0.0,0.0,7,0.33449415916006453,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12386,2,5.0,200.95000000000002,258.90000000000003,174,0.1428571428571429,0.0,2,0.5118608357007376,29.0,0.0,0.0,-115.90000000000005,0.2883801940781289,-6.0,1.0
12387,1,9.0,143.94,143.94,252,0.0,0.0,3,0.5409404467367864,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12388,5,16.2,377.34000000000003,658.83,112,0.7326968973747017,0.0,7,0.3942701849569832,76.25,51.24634133282102,-41.50000000000003,-103.62200000000011,0.5043741147973141,-4.600000000000001,1.5
12389,3,16.333333333333332,477.77666666666664,870.3,239,0.5142276422764227,0.0,7,0.319241478639007,126.0,38.0,75.99999999999996,352.7249999999999,0.6141926689748394,8.5,0.5
12391,5,33.4,457.03600000000006,1000.5,301,0.39679358717434865,0.0,11,0.311621499601701,49.5,53.153080813815485,32.0,-54.57000000000006,0.7797948944561397,4.399999999999998,0.25
12392,1,7.0,234.75000000000003,234.75000000000003,428,0.0,0.0,3,0.5999173434680585,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12393,5,16.4,375.59,513.05,82,0.6905660377358491,0.0,4,0.44543384581479273,45.25,28.39344114403888,6.49999999999999,-10.045000000000039,0.32205485239005777,-2.2000000000000024,1.5
12394,1,20.0,351.08,351.08,54,0.0,0.0,4,0.33475696063056665,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12395,9,17.333333333333332,327.58444444444444,1035.44,48,0.8906605922551253,0.0,8,0.34459673861735823,48.5,32.58450552026223,-10.499999999999996,-64.66233333333332,0.7824958799542359,-3.0833333333333335,3.5
12396,1,65.0,931.4300000000001,931.4300000000001,511,0.0,0.0,6,0.34295059038044146,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12399,6,15.333333333333334,274.61333333333334,450.9,20,0.9584199584199584,0.0,7,0.302025885014342,92.0,43.7584277596899,-27.50000000000001,-0.23885714285714796,0.38207467288445096,-1.1999999999999993,2.0
12400,1,11.0,205.25,205.25,251,0.0,0.0,4,0.4262582839916266,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12401,1,4.0,69.3,69.3,140,0.0,0.0,4,0.2735612151196567,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12402,6,10.666666666666666,189.48333333333335,298.65000000000003,160,0.6844181459566074,0.3333333333333333,5,0.4462750990275663,69.0,7.042726744663604,-2.200000000000014,-12.400000000000013,0.2844316518257514,-0.571428571428571,1.0
12403,1,3.0,555.6600000000001,555.6600000000001,358,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12404,1,1.0,63.24,63.24,519,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12406,4,27.25,1149.0775,1621.25,20,0.9625468164794008,0.0,10,0.2527002840714233,170.66666666666666,49.86871653540814,57.0,281.801,0.3059231618247209,8.499999999999998,1.0
12407,2,12.5,225.48,239.66,72,0.28712871287128716,0.5,6,0.23703056073166948,28.0,0.0,0.0,28.359999999999957,0.06288806102536813,-3.0,1.0
12408,6,19.0,440.665,823.0600000000001,12,0.9641791044776119,0.0,10,0.42671735646591963,64.2,41.24754538151331,0.8999999999999967,37.404285714285685,0.6266114571584861,1.8857142857142837,1.0
12409,5,43.8,3710.7400000000002,6802.48,19,0.9527363184079602,0.2,14,0.2176866855618375,95.25,89.4018316367176,74.9,382.9059999999995,0.7937105751053595,1.6999999999999966,0.25
12410,3,12.666666666666666,257.90333333333336,465.33,145,0.5722713864306785,0.3333333333333333,6,0.5227117960315759,96.5,96.5,-192.99999999999997,-86.1899999999999,0.63078619615833,-4.499999999999997,2.0
12411,1,22.0,346.9,346.9,246,0.0,0.0,4,0.4982745498344228,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12412,4,22.5,435.1375,634.88,6,0.9840425531914894,0.0,11,0.321504807056444,123.0,78.24321056807422,89.99999999999999,-74.5790000000001,0.38039856630537755,-2.6000000000000054,0.3333333333333333
12413,3,13.0,231.75,425.25,73,0.6945606694560669,0.3333333333333333,6,0.28666070077157096,82.5,17.5,34.999999999999986,-50.34999999999998,0.616473762091968,-3.999999999999996,0.5
12414,4,5.5,133.1025,202.8,54,0.8200000000000001,0.0,6,0.265289496349949,81.66666666666667,58.379981348251754,-71.49999999999997,19.65899999999999,0.3174700622380617,-0.8000000000000026,3.0
12415,12,51.833333333333336,7785.795833333334,22775.93,14,0.9615384615384616,0.0,12,0.3894615152266931,31.272727272727273,28.329524942559033,-3.463636363636363,724.012972027972,1.0084581697494688,0.6573426573426551,2.0
12416,1,11.0,202.56,202.56,493,0.0,1.0,5,0.3664394330765257,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12417,16,15.875,277.28625,418.54,24,0.9578947368421052,0.125,16,0.2774828351574733,35.93333333333333,20.599244862103294,0.6607142857142855,8.35767647058824,0.3520507522309411,0.18235294117647044,1.2857142857142858
12418,3,22.666666666666668,450.8733333333334,535.37,250,0.4646680942184154,0.0,7,0.2781963220668675,107.5,54.5,108.99999999999996,64.685,0.17686801124127757,2.0,0.5
12419,2,11.5,195.505,238.91000000000003,222,0.11199999999999999,0.0,7,0.2871127926246584,27.0,0.0,0.0,-86.81000000000007,0.22201478223063356,-15.0,1.0
12421,4,10.25,137.09,185.76,10,0.9707602339181287,0.25,8,0.26373281075981114,110.33333333333333,24.63511495586917,27.499999999999993,34.434,0.4026305803165544,2.4999999999999982,1.0
12422,11,14.0,317.4227272727273,662.25,5,0.9910394265232975,0.18181818181818182,10,0.2630101789495838,54.7,39.14856319202532,4.466666666666667,-8.413272727272705,0.44706920269424116,0.4545454545454548,0.8333333333333334
12423,8,16.0,244.22125,404.28000000000003,28,0.9072847682119205,0.0,8,0.3315951604279742,38.57142857142857,22.808877612876607,-8.214285714285712,-19.227738095238074,0.3903586316608561,-0.8333333333333323,1.6666666666666667
12424,2,31.0,789.535,1132.53,259,0.32727272727272727,0.0,6,0.3311791846863802,125.0,0.0,0.0,685.9899999999998,0.43442659286795393,31.999999999999993,1.0
12425,1,55.0,964.21,964.21,285,0.0,0.0,10,0.2054053147089907,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12426,2,37.5,600.605,690.48,31,0.9378757515030061,0.5,8,0.3683640962795353,468.0,0.0,0.0,-179.75,0.14964077888129468,-16.999999999999996,1.0
12427,1,9.0,249.5,249.5,208,0.0,0.0,2,0.6461681679993252,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12428,5,46.2,1023.868,2474.62,79,0.3416666666666667,0.2,15,0.19934671028027845,10.0,6.745368781616021,2.4,-569.5580000000003,0.9601517960252638,-23.900000000000013,0.6666666666666666
12429,7,17.571428571428573,705.2700000000001,1137.5,9,0.9765013054830287,0.0,10,0.4683252908241837,62.0,50.62937223917884,12.74285714285714,2.3889285714285027,0.5311188082860187,1.7142857142857142,0.4
12431,17,16.58823529411765,400.1941176470588,985.27,37,0.930188679245283,0.058823529411764705,15,0.2062158068187681,30.375,22.124293774039433,-0.5499999999999992,-2.838137254901954,0.4931585220290886,-0.18627450980392055,0.8888888888888888
12432,2,37.5,1658.33,2862.06,9,0.0,0.0,10,0.24463222737939594,0.0,0.0,0.0,-2407.4600000000005,0.7258687957161724,-48.99999999999999,1.0
12433,5,57.2,1441.078,2292.18,203,0.3514376996805112,0.0,11,0.40045378714763263,27.25,14.872373717735847,-8.300000000000011,437.6609999999999,0.5387920262415161,15.200000000000001,1.5
12434,2,18.0,291.77,297.29,97,0.555045871559633,0.0,9,0.24919340373027304,120.0,0.0,0.0,-11.040000000000083,0.018919011550193682,-4.000000000000003,1.0
12435,5,19.0,2015.006,3978.9900000000002,104,0.8188153310104529,0.0,7,0.4763475808001645,117.0,30.116440692751194,0.39999999999998437,773.3940000000001,0.5792845177100252,4.900000000000002,1.5
12437,29,14.655172413793103,311.78344827586204,1651.61,14,0.975609756097561,0.06896551724137931,10,0.32994463076520925,19.428571428571427,16.20059207786769,-0.2977558839627798,-12.152433497536936,0.9154219005615827,-0.8541871921182259,1.4166666666666667
12439,2,35.5,571.44,1066.3600000000001,519,0.07651245551601427,0.0,12,0.1857542985943795,43.0,0.0,0.0,-989.84,0.8660926781464371,-62.999999999999986,1.0
12440,2,15.0,369.6,488.51,299,0.4602888086642599,0.0,4,0.2682160265104664,255.0,0.0,0.0,-237.82000000000002,0.32172619047619044,-10.0,1.0
12441,1,10.0,155.55,155.55,203,0.0,0.0,4,0.4734644573165119,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12443,1,20.0,365.31,365.31,569,0.0,0.0,6,0.22119533525059915,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12444,1,90.0,1870.2,1870.2,8,0.0,0.0,9,0.3341099573300692,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12445,1,20.0,301.58000000000004,301.58000000000004,257,0.0,0.0,6,0.35953500744169653,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12447,1,25.0,431.49,431.49,80,0.0,1.0,4,0.3595150425373,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12449,2,28.0,723.7650000000001,768.9300000000001,24,0.9127272727272727,0.5,8,0.36167509377079704,251.0,0.0,0.0,90.32999999999994,0.06240285175436781,37.999999999999986,1.0
12450,4,8.75,148.05,236.3,10,0.9678456591639871,0.5,6,0.2270297082835615,99.66666666666667,89.46631892629887,101.49999999999999,-0.8920000000000416,0.3656453524865844,-0.7000000000000022,0.3333333333333333
12451,5,70.4,1788.4360000000001,2919.5099999999998,55,0.8497267759562841,0.0,17,0.26301035521222743,77.5,51.504854140168185,25.79999999999999,200.4279999999998,0.5479640290375106,2.499999999999994,0.6666666666666666
12454,3,8.0,4310.4800000000005,4733.52,232,0.10077519379844957,0.0,2,0.5401146158098546,12.0,8.0,15.999999999999995,-317.28000000000077,0.06939701673900756,-4.727550124205523e-16,0.5
12455,6,31.333333333333332,883.8983333333334,1683.9,26,0.953405017921147,0.0,15,0.20164487998787434,105.8,34.00823429700519,12.499999999999995,-123.27571428571422,0.6460535969962256,-8.514285714285714,1.0
12456,1,40.0,780.17,780.17,91,0.0,0.0,6,0.28025447553210814,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12457,4,11.0,354.9825,549.25,70,0.7426470588235294,0.0,8,0.33058349646857704,66.66666666666667,91.46705539275997,-96.0,-137.12900000000008,0.49708598175222424,-8.000000000000005,3.0
12458,3,20.666666666666668,359.00333333333333,369.48,121,0.6265432098765432,0.0,6,0.2810820072310082,101.0,41.0,81.99999999999999,8.155000000000014,0.027745528918187944,-0.4999999999999985,0.5
12459,1,22.0,398.36,398.36,442,0.0,0.0,4,0.4154779638691543,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12460,1,17.0,296.65,296.65,293,0.0,0.0,4,0.6587329227159318,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12462,1,39.0,594.11,594.11,140,0.0,0.0,9,0.22126085278855126,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12463,3,19.333333333333332,292.59666666666664,314.57,12,0.8461538461538461,0.0,8,0.23551661134401114,32.5,1.5,-3.0000000000000018,-6.365000000000004,0.07750278966125271,1.499999999999999,2.0
12464,4,3.0,109.9625,168.9,37,0.7465753424657534,0.0,1,1.0,35.666666666666664,34.874377732401506,-11.999999999999991,-40.76500000000002,0.44068913470249116,-0.8000000000000006,1.0
12465,1,25.0,410.94,410.94,6,0.0,0.0,5,0.31969769264502085,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12466,1,1.0,56.73,56.73,519,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12467,1,9.0,132.8,132.8,260,0.0,0.0,2,0.7096866381187399,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12468,5,29.0,647.7479999999999,1618.31,24,0.953757225433526,0.2,12,0.4482785760202735,123.25,54.30181856991532,29.499999999999986,-129.8280000000001,0.7731364410183055,-4.5,0.6666666666666666
12469,2,38.0,1535.27,1956.84,359,0.03753351206434319,0.0,7,0.2500948786186363,14.0,0.0,0.0,-843.14,0.2745901372397037,55.99999999999998,1.0
12470,1,23.0,211.95,211.95,526,0.0,0.0,5,0.30060118132656577,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12471,57,14.385964912280702,438.8817543859649,1947.01,47,0.9173989455184535,0.05263157894736842,9,0.5932441355951489,9.053571428571429,10.420480594306893,0.11664388243335616,5.275306585429085,0.8981192188846173,-0.021130412237490324,0.9
12472,16,43.25,805.9175,1670.48,16,0.9715302491103203,0.0625,8,0.3965893584613563,35.666666666666664,20.522074835541254,2.839285714285715,30.156617647058845,0.5120291357342618,1.1676470588235308,0.6
12473,1,33.0,589.69,589.69,28,0.0,0.0,6,0.40465821196864105,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12474,21,21.142857142857142,358.0857142857143,837.78,3,0.9940357852882704,0.14285714285714285,10,0.39839542000565104,24.5,17.55704986607944,-1.0887218045112796,-3.548103896103889,0.6650254393032226,-0.31428571428571395,1.3333333333333333
12475,1,24.0,396.26,396.26,246,0.0,0.0,5,0.36916093399393457,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12476,12,29.583333333333332,707.3825,1553.77,55,0.8372781065088757,0.08333333333333333,14,0.34657436640960826,25.363636363636363,19.749673080252734,1.1454545454545453,-47.63786713286711,0.6920396804104754,-3.080419580419578,0.5
12477,5,74.6,2326.7200000000003,2570.77,76,0.8347826086956522,0.0,13,0.24614137275819958,95.75,22.69774217846348,-13.300000000000018,29.08999999999988,0.08243238418584428,-13.200000000000014,1.5
12480,5,32.0,667.698,904.15,104,0.6976744186046512,0.0,7,0.32976308030456597,59.5,19.085334683992315,0.1999999999999886,33.43399999999991,0.24654648434256984,1.9999999999999998,0.6666666666666666
12481,12,25.833333333333332,808.4125,2969.6,16,0.963963963963964,0.16666666666666666,12,0.34608402372198926,38.45454545454545,43.57097373327932,-6.463636363636365,-132.12702797202797,0.9428718663196511,-2.3496503496503514,3.0
12482,27,7.481481481481482,812.6562962962963,2142.4,413,0.15714285714285714,0.18518518518518517,5,0.4300520827184765,2.8846153846153846,9.149724346738635,-0.21299145299145297,-50.03936507936509,0.697902180889359,-0.5152625152625157,4.4
12483,16,5.5625,197.30062500000003,377.2,20,0.9610894941634242,0.0625,8,0.32357329766115733,32.46666666666667,31.30466773856931,0.403571428571429,1.0318676470588262,0.5921570583163505,0.0897058823529411,1.0
12484,7,39.0,512.3485714285714,1026.67,13,0.974903474903475,0.14285714285714285,17,0.3031121766437468,83.66666666666667,68.93878121605832,28.742857142857133,115.49142857142857,0.8127052964927809,7.321428571428572,0.4
12485,1,34.0,708.1,708.1,366,0.0,0.0,5,0.27247535184139643,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12486,1,48.0,917.28,917.28,268,0.0,0.0,8,0.26420415199896774,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12487,1,2.0,285.3,285.3,567,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12489,1,14.0,298.93,298.93,173,0.0,0.0,5,0.4126569579561857,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12490,13,21.76923076923077,415.72999999999996,774.22,9,0.9843478260869565,0.15384615384615385,8,0.32462894008866,46.75,28.69414864857758,3.7097902097902082,8.411373626373642,0.3377749194802707,0.4230769230769237,0.625
12492,1,21.0,380.0,380.0,240,0.0,0.0,5,0.35954255540166213,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12493,2,10.0,189.87,196.5,2,0.9411764705882353,0.0,5,0.30847680861738597,31.0,0.0,0.0,-13.260000000000005,0.03491862853531361,-2.0000000000000013,1.0
12494,6,11.166666666666666,184.135,367.09000000000003,33,0.9200968523002422,0.16666666666666666,8,0.2890722551171478,75.2,53.529057529532494,-11.300000000000013,12.101428571428578,0.6967941354434314,0.5428571428571429,2.0
12495,1,16.0,277.4,277.4,477,0.0,0.0,4,0.3035483340255509,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12496,2,5.0,22.67,44.09,457,0.0,0.0,4,0.27496731551776904,0.0,0.0,0.0,-42.839999999999996,0.9448610498456109,-7.999999999999999,1.0
12497,2,21.0,2521.7000000000003,3993.6400000000003,237,0.5072765072765073,0.0,5,0.6231823253400676,244.0,0.0,0.0,2943.879999999999,0.5837094023872784,9.999999999999995,1.0
12499,1,26.0,357.72,357.72,397,0.0,0.0,5,0.3380851159309068,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12500,12,8.333333333333334,232.26916666666668,439.55,5,0.9901960784313726,0.08333333333333333,9,0.3802348276915621,45.45454545454545,36.99720784640041,4.50909090909091,1.6624125874125864,0.43909344833019165,-1.2867132867132869,0.7142857142857143
12501,1,148.0,2025.39,2025.39,173,0.0,0.0,8,0.29745619231242937,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12502,3,24.666666666666668,492.8833333333334,562.8,54,0.6301369863013699,0.0,9,0.38686670781585886,45.5,4.5,8.999999999999996,-47.32499999999996,0.12730740932823184,-7.9999999999999964,0.5
12503,1,1.0,896.0,896.0,421,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12504,2,4.5,130.5,144.6,254,0.4133949191685913,0.0,3,0.4849094992733519,179.0,0.0,0.0,28.199999999999978,0.10804597701149421,-1.0000000000000007,1.0
12505,1,41.0,787.2,787.2,245,0.0,0.0,5,0.6580331996393515,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12506,1,23.0,73.5,73.5,69,0.0,0.0,3,0.7207450599287335,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12507,2,19.5,408.70500000000004,455.25,135,0.6793349168646081,0.0,5,0.45866034958567686,286.0,0.0,0.0,-93.08999999999996,0.1138840973318163,-15.000000000000002,1.0
12509,1,6.0,158.5,158.5,121,0.0,0.0,3,0.4965419100598075,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12510,6,22.333333333333332,470.2516666666667,896.46,162,0.7167832167832168,0.0,14,0.17047894669399535,81.2,57.52008344917452,32.3,26.543714285714298,0.5947207772218481,3.2000000000000006,0.5
12511,1,190.0,3084.02,3084.02,265,0.0,0.0,13,0.2610028782903322,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12514,2,42.0,798.8800000000001,1017.6800000000001,104,0.7824267782426778,0.0,9,0.284695090751727,374.0,0.0,0.0,437.5999999999999,0.27388343681153615,17.999999999999993,1.0
12515,1,15.0,278.7,278.7,190,0.0,0.0,3,0.49603842691135186,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12516,3,19.333333333333332,543.9200000000001,593.1,17,0.9610091743119266,0.3333333333333333,6,0.265147209023115,209.0,41.0,81.99999999999997,9.870000000000005,0.06562926516356625,-5.999999999999997,0.5
12517,1,125.0,749.7,749.7,27,0.0,0.0,9,0.2896585412876635,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12519,1,21.0,349.7,349.7,313,0.0,0.0,5,0.256495442925915,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12520,3,33.0,505.8533333333333,897.42,41,0.6272727272727272,0.0,8,0.37209131503442955,34.0,21.0,41.999999999999986,-243.91000000000005,0.5704403157067404,-17.50000000000001,0.5
12523,16,10.4375,174.548125,422.43,89,0.843585237258348,0.0625,13,0.428742142111568,31.4,20.17192768841557,-0.9714285714285722,-9.71848529411765,0.600196330136042,-0.5485294117647059,1.0
12524,14,13.357142857142858,594.4121428571428,1018.8,41,0.9189723320158103,0.07142857142857142,11,0.42201127390458604,35.38461538461539,32.646211846537334,-1.1538461538461537,-14.321076923076944,0.4433218985489926,1.1890109890109888,1.0
12525,3,19.666666666666668,294.57666666666665,476.43,335,0.3078512396694215,0.0,6,0.312346488925665,74.0,16.0,-32.0,-108.26500000000004,0.4635315165213875,-7.500000000000003,2.0
12527,4,7.0,163.43,301.8,131,0.6420765027322404,0.0,7,0.2676160787334932,77.33333333333333,64.1318087136866,-1.9999999999999838,-41.86800000000006,0.5102105344260006,-1.6000000000000023,1.0
12528,2,21.0,340.83,439.53,113,0.24161073825503354,0.0,8,0.19096278804638356,36.0,0.0,0.0,-197.40000000000006,0.28958718422674057,-17.999999999999996,1.0
12529,1,21.0,316.48,316.48,365,0.0,0.0,3,0.41218235053804697,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12530,7,16.0,370.8542857142857,473.2,70,0.8538622129436326,0.14285714285714285,7,0.20989202359796355,67.5,33.40533889465375,5.285714285714285,8.491071428571454,0.17593397605408626,-0.8928571428571419,0.75
12531,1,109.0,1645.98,1645.98,523,0.0,0.0,5,0.35080208948282554,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12533,2,35.0,611.945,821.9200000000001,464,0.19304347826086954,0.0,8,0.24077581024979489,110.0,0.0,0.0,-419.9500000000001,0.34312724182728843,-16.0,1.0
12535,1,18.0,371.45,371.45,23,0.0,0.0,5,0.3991785583199694,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12537,1,42.0,612.94,612.94,245,0.0,0.0,6,0.40944404628920006,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12538,1,13.0,276.5,276.5,215,0.0,0.0,6,0.22554502974078594,0.0,0.0,0.0,0.0,0.0,0.0,1.0
