customer_id,frequency,recency,T,monetary_value,holdout_frequency,holdout_revenue,predicted_purchases,p_alive,expected_avg_value,predicted_clv
12366,0.0,0.0,471.0,0.0,0,0.0,0.19931772455490512,1.0,406.30186990676947,-281.4961892567134
12368,0.0,0.0,466.0,0.0,0,0.0,0.20116752155518103,1.0,406.30186990676947,-284.10573746619673
12369,2.0,228.0,479.0,601.415,0,0.0,0.6510140140765016,0.8303713729916745,610.0050426090914,428.66898055645186
12370,4.0,394.0,506.0,703.5799999999999,1,739.28,1.2360415293432139,0.9451973026894922,708.0946119885591,944.8358412105244
12371,1.0,236.0,483.0,1331.74,1,1527.96,0.40918126227658624,0.8408591582665008,1355.5966347740214,598.731414830023
12372,1.0,84.0,134.0,479.7000000000001,1,353.12,1.1800148177602348,0.898633073623138,495.85793200642087,630.7286753210968
12373,2.0,362.0,511.0,284.875,0,0.0,0.6815686311467299,0.9198224193581593,292.04140801770643,214.87033367245863
12374,1.0,167.0,426.0,657.75,1,622.9300000000001,0.43620885637985074,0.8043743728929499,675.5167227061195,318.02880823179504
12376,1.0,28.0,255.0,30.6,0,0.0,0.5345417977923062,0.6471449166962813,42.700038699851305,24.621710649699175
12377,3.0,274.0,427.0,685.12,0,0.0,1.0752481096855846,0.9033906668608578,691.0887217656908,802.0569351306794
12378,0.0,0.0,400.0,0.0,1,4008.62,0.2292574215061872,1.0,406.30186990676947,-323.7274942058189
12379,2.0,364.0,372.0,392.67,1,362.4,0.9344529303227407,0.9604202878595872,400.3212146480797,403.70434934153315
12380,3.0,477.0,500.0,1278.9133333333332,3,1865.26,1.0063216678583033,0.9691847712410567,1286.6597752765645,1397.7294997874938
12383,4.0,168.0,190.0,268.21,0,0.0,2.799235389509644,0.9691058020148633,271.747773152245,820.3871701548326
12385,0.0,0.0,217.0,0.0,0,0.0,0.3743389360883605,1.0,406.30186990676947,-528.2336455874787
12386,1.0,29.0,204.0,143.0,0,0.0,0.6987265648096425,0.7137611135639601,156.1156414779818,117.64000916832514
12387,0.0,0.0,253.0,0.0,0,0.0,0.33286159241813246,1.0,406.30186990676947,-469.788289940084
12388,4.0,307.0,420.0,356.27000000000004,3,2014.41,1.4329645837190255,0.9327050333508061,360.005353205822,556.8090502252713
12389,2.0,253.0,493.0,634.24,0,0.0,0.650296367049666,0.8505276858280401,642.9776726257156,451.3530229074865
12391,3.0,198.0,500.0,524.2633333333333,1,439.66,0.7159948670247145,0.6895720757796788,529.7504765329262,409.4528028922974
12392,0.0,0.0,429.0,0.0,0,0.0,0.21600336857537647,1.0,406.30186990676947,-305.03341620213007
12393,4.0,183.0,266.0,393.5375,1,521.5,2.070759429960104,0.9255610682754684,397.3564702242944,887.7252138613648
12394,0.0,0.0,55.0,0.0,1,729.4,0.8560888095458082,1.0,406.30186990676947,-1206.257396615895
12395,8.0,391.0,440.0,239.1025,5,1144.01,2.671568426425776,0.9744493913464211,240.8367867471542,694.5111571167
12396,0.0,0.0,512.0,0.0,0,0.0,0.18534381205502923,1.0,406.30186990676947,-261.78145235760155
12399,5.0,461.0,482.0,291.34000000000003,1,194.62,1.622307677947365,0.9792480854032282,294.2104478275454,515.2394899049665
12400,0.0,0.0,252.0,0.0,0,0.0,0.3338889267421054,1.0,406.30186990676947,-471.23608314958864
12401,0.0,0.0,141.0,0.0,0,0.0,0.5082156234441757,1.0,406.30186990676947,-716.7856666941066
12402,5.0,347.0,508.0,192.04,0,0.0,1.4256191795263908,0.9009181519088957,194.7322883986757,299.694225986025
12403,0.0,0.0,359.0,0.0,1,391.7,0.2510401976603762,1.0,406.30186990676947,-354.4463353440719
12404,0.0,0.0,520.0,0.0,0,0.0,0.18284279410935925,1.0,406.30186990676947,-258.25268247438464
12406,3.0,514.0,535.0,1238.37,1,1794.05,0.9489291055466429,0.9698276521622997,1245.995061830513,1276.430163138702
12407,1.0,29.0,102.0,239.66,3,1056.16,1.3177073140203284,0.8465750824092644,253.6490237247264,360.1826384992439
12408,4.0,323.0,336.0,616.2225,2,1261.78,1.808759879691228,0.9761680755348559,620.5411081328886,1211.2178844249947
12409,4.0,383.0,403.0,2937.8050000000003,2,4865.59,1.551544142232307,0.9749760263418322,2947.3325383478946,4935.587251085769
12410,1.0,194.0,340.0,533.33,0,0.0,0.5715663199265999,0.8719768581488423,549.9725118728901,339.1935711606873
12411,0.0,0.0,247.0,0.0,0,0.0,0.33912246988652556,1.0,406.30186990676947,-478.61141720338674
12412,3.0,370.0,377.0,368.5566666666667,2,664.38,1.285624100775186,0.9718680159245536,373.5776495583339,518.3314379315688
12413,2.0,166.0,240.0,254.95,1,176.20000000000002,1.279858660519611,0.9239815279882735,261.98182071389897,361.68914208050063
12414,3.0,246.0,301.0,147.47,0,0.0,1.5174052622092633,0.9527577261016889,151.82908555086667,248.58403651384737
12415,10.0,350.0,365.0,9110.281,12,50603.82,3.904201595156311,0.9874196380551338,9119.619113233382,38426.27602553527
12416,0.0,0.0,494.0,0.0,0,0.0,0.19122948909306633,1.0,406.30186990676947,-270.08542189869195
12417,15.0,546.0,571.0,277.1653333333333,4,1561.83,3.90292113919889,0.989116270731411,278.1125391455671,1171.9209684909938
12418,2.0,217.0,468.0,504.34,1,668.58,0.6588367620007463,0.8235748318412028,512.4934490412684,364.4648030908028
12419,1.0,28.0,251.0,152.1,0,0.0,0.5451627966271749,0.6519193477136654,165.29786554631798,97.20626785989404
12421,3.0,332.0,343.0,166.18666666666664,2,326.24,1.389368195868903,0.9707063156858851,170.6017868580754,255.7844261513958
12422,10.0,553.0,559.0,341.665,1,147.7,2.7114729959871493,0.9904192376147101,343.14404248322774,1004.5226046959056
12423,7.0,274.0,303.0,241.56714285714287,1,153.98,3.23763279996723,0.9774220707869247,243.5526591144906,850.858317436951
12424,1.0,126.0,386.0,1132.53,0,0.0,0.4564468638026616,0.7741021654685467,1154.5866505264112,568.7372023189503
12425,0.0,0.0,286.0,0.0,1,777.2,0.3021862318172364,1.0,406.30186990676947,-426.5537796980158
12426,1.0,468.0,500.0,510.73,0,0.0,0.4384967287726078,0.9286881501621178,527.1683070438353,249.5254035297923
12427,0.0,0.0,209.0,0.0,2,450.3,0.38500464017880126,1.0,406.30186990676947,-543.2602053583608
12428,3.0,41.0,121.0,233.7733333333333,3,1285.92,2.5431967501790718,0.8240887920276803,238.39079695691154,653.5263838296955
12429,4.0,374.0,384.0,882.3825,1,905.52,1.6200412143988745,0.9772739461032683,887.2982908158326,1551.393164446298
12431,16.0,493.0,531.0,363.626875,8,3298.92,4.403536609829845,0.983753124615809,364.56326422201744,1733.1588729591779
12432,0.0,0.0,10.0,0.0,2,1042.66,1.340054461274363,1.0,406.30186990676947,-1886.5401362033595
12433,4.0,110.0,314.0,1763.2475000000002,3,6950.06,1.1080915424680713,0.5657409339615546,1770.139685931596,2116.5327887437284
12434,1.0,121.0,219.0,286.25,1,519.89,0.8136126223003823,0.8763938626562509,300.6599928833839,263.83291513724794
12435,4.0,470.0,575.0,2266.7575,1,3850.900000000001,1.1144112608913561,0.9539179587671476,2274.7794103555857,2736.916381107525
12437,26.0,560.0,575.0,327.5938461538462,9,2240.68,6.632117858575658,0.9936152286687727,328.1575471250667,2349.7818343507656
12439,1.0,43.0,563.0,76.52000000000001,0,0.0,0.18417626467622655,0.4329988571473249,89.03495399853239,17.7026103501787
12440,1.0,255.0,555.0,250.69,0,0.0,0.35601614330187104,0.8264570465466884,264.7786865240394,101.76317607169281
12441,0.0,0.0,204.0,0.0,0,0.0,0.39198598172296695,1.0,406.30186990676947,-553.0954817959284
12443,0.0,0.0,570.0,0.0,0,0.0,0.16862293362993705,1.0,406.30186990676947,-238.18778748031679
12444,0.0,0.0,9.0,0.0,4,2215.26,1.357204763305481,1.0,406.30186990676947,-1910.6378545762664
12445,0.0,0.0,258.0,0.0,1,77.4,0.32781854827537116,1.0,406.30186990676947,-462.68112879240323
12447,0.0,0.0,81.0,0.0,0,0.0,0.7090013788175548,1.0,406.30186990676947,-999.366607208227
12449,1.0,251.0,276.0,768.9300000000001,3,2827.36,0.7192119365144232,0.9266970729143351,787.7013020377259,611.1725200270325
12450,3.0,301.0,312.0,147.92666666666665,1,96.0,1.5012810725384247,0.9704679356150054,152.2871194028858,246.69343101265608
12451,3.0,311.0,367.0,2263.6366666666668,3,3687.7,1.2942138210190939,0.9565582990286963,2274.331209305361,3176.5909836655937
12454,2.0,26.0,259.0,4098.96,1,3528.34,0.6064479794081118,0.4645336581710653,4123.280206401743,2697.5780578612757
12455,5.0,532.0,559.0,733.392,3,419.56,1.4234518304358101,0.9786539197165631,737.0555569096266,1132.695984410091
12456,0.0,0.0,92.0,0.0,2,1800.87,0.6610403187498178,1.0,406.30186990676947,-931.8859851663498
12457,3.0,202.0,273.0,302.4166666666667,3,1135.98,1.617348037320243,0.9391668123629912,307.2396372096899,536.1099940168198
12458,2.0,203.0,325.0,365.7000000000001,1,425.48,0.9833441162673611,0.9036256671851827,373.22991741888393,396.02407204153076
12459,0.0,0.0,443.0,0.0,0,0.0,0.21013912786549482,1.0,406.30186990676947,-296.76155627572047
12460,0.0,0.0,294.0,0.0,0,0.0,0.29558438971975715,1.0,406.30186990676947,-417.24780421142833
12462,0.0,0.0,141.0,0.0,1,343.48,0.5082156234441757,1.0,406.30186990676947,-716.7856666941066
12463,2.0,66.0,79.0,281.61,1,322.99,2.7370850935829725,0.9519645773325147,288.76172372206963,851.566934082419
12464,2.0,109.0,147.0,135.475,4,517.2,1.8529281379368194,0.9377456568903424,141.9694834332844,283.6111175039498
12465,0.0,0.0,7.0,0.0,1,271.25,1.3928763243841835,1.0,406.30186990676947,-1960.7579653244304
12466,0.0,0.0,520.0,0.0,0,0.0,0.18284279410935925,1.0,406.30186990676947,-258.25268247438464
12467,0.0,0.0,261.0,0.0,0,0.0,0.3248655902283893,1.0,406.30186990676947,-458.51941554975946
12468,4.0,495.0,520.0,708.3775,0,0.0,1.2448284945921388,0.974974991793373,712.9028761301336,958.035680433954
12469,1.0,14.0,374.0,1113.7,0,0.0,0.2738190818318624,0.45221205771290895,1135.5865099542386,335.5562777140143
12470,0.0,0.0,527.0,0.0,0,0.0,0.18070917955291177,1.0,406.30186990676947,-255.24222776760342
12471,33.0,522.0,570.0,726.249696969697,15,10124.73,8.181864697086,0.963426053918497,726.8019990001786,6420.357902618622
12472,15.0,546.0,563.0,779.8833333333333,3,2076.61,3.9598528043020633,0.9910556548325227,781.1308310290902,3339.5358447508247
12473,0.0,0.0,29.0,0.0,2,1996.04,1.0812341000686965,1.0,406.30186990676947,-1522.8033824121078
12474,19.0,500.0,504.0,388.37368421052633,8,3790.95,5.500256638444548,0.9946813719869944,389.17382145929014,2310.8579896848382
12475,0.0,0.0,247.0,0.0,1,669.38,0.33912246988652556,1.0,406.30186990676947,-478.61141720338674
12476,10.0,283.0,339.0,738.285,6,3831.32,4.031852921666589,0.9589609584565834,740.1195221439776,3220.294529475707
12477,4.0,384.0,461.0,2403.0925,4,8642.77,1.3586131603180527,0.9580292797837535,2411.4203049343323,3536.440714979351
12480,4.0,240.0,345.0,735.1475,2,1496.36,1.6736545788364685,0.9231987666687086,739.7329399279333,1336.050097300351
12481,9.0,428.0,445.0,747.9277777777778,2,1332.56,2.988281260982865,0.986765733346411,749.9759425260356,2419.1592988942684
12482,4.0,77.0,491.0,3875.99,0,0.0,0.1022055783136786,0.07612780412877078,3887.6225422380276,428.9234175748542
12483,14.0,494.0,515.0,209.6507142857143,3,912.37,4.00334309622927,0.9893264194312328,210.6224095194413,910.2900556093693
12484,6.0,505.0,519.0,503.79833333333335,2,1970.66,1.7968086369349618,0.9834939490967477,506.50721552550897,982.5042684457129
12485,0.0,0.0,367.0,0.0,0,0.0,0.24647025040229636,1.0,406.30186990676947,-348.0020868850959
12486,0.0,0.0,269.0,0.0,0,0.0,0.31724562886716284,1.0,406.30186990676947,-447.7799414746067
12487,0.0,0.0,568.0,0.0,0,0.0,0.16914909216026555,1.0,406.30186990676947,-238.93027179377
12489,0.0,0.0,174.0,0.0,0,0.0,0.4398642487989897,1.0,406.30186990676947,-620.5358392531163
12490,12.0,566.0,576.0,406.04583333333335,7,3360.15,3.137710101976738,0.9911631626739069,407.32626311738534,1379.890488889187
12492,0.0,0.0,241.0,0.0,2,227.21,0.3456240504702832,1.0,406.30186990676947,-487.773377623287
12493,1.0,32.0,35.0,183.24,0,0.0,2.3759705601647148,0.9317170776225989,196.71923450104205,503.2264720957257
12494,5.0,380.0,414.0,162.788,3,458.46,1.8411562826870838,0.9748858582481433,165.42780582452374,328.74509476307253
12495,0.0,0.0,478.0,0.0,0,0.0,0.1967844977042364,1.0,406.30186990676947,-277.92244039032926
12496,0.0,0.0,458.0,0.0,0,0.0,0.20419977679297371,1.0,406.30186990676947,-288.383310054931
12497,1.0,244.0,482.0,3993.64,1,953.1,0.41292286630185915,0.8470199456083978,4041.548530104142,1801.3651421207521
12499,0.0,0.0,398.0,0.0,0,0.0,0.2302317937081902,1.0,406.30186990676947,-325.10170666732245
12500,11.0,505.0,511.0,225.0727272727273,6,2771.98,3.212086331728414,0.9910936283630383,226.3222109359078,784.8058731395627
12501,0.0,0.0,174.0,0.0,0,0.0,0.4398642487989897,1.0,406.30186990676947,-620.5358392531163
12502,2.0,92.0,147.0,486.7,2,1517.22,1.817310656615614,0.9197200585228185,494.7741133674451,969.4062492560148
12503,0.0,0.0,422.0,0.0,0,0.0,0.21906013252058226,1.0,406.30186990676947,-309.34499494333534
12504,1.0,179.0,434.0,144.6,2,428.05,0.4340255608294136,0.8132009935204562,157.7300984570299,73.88790010396372
12505,0.0,0.0,246.0,0.0,0,0.0,0.3401889813833315,1.0,406.30186990676947,-480.1143604226338
12506,0.0,0.0,70.0,0.0,0,0.0,0.7645280916069429,1.0,406.30186990676947,-1077.4795097282342
12507,1.0,286.0,422.0,362.16,2,690.65,0.48798132543065764,0.8926180108092304,377.2558861830982,198.68782163326588
12509,0.0,0.0,122.0,0.0,0,0.0,0.5582128724365095,1.0,406.30186990676947,-787.1709400593646
12510,5.0,410.0,573.0,499.526,1,217.52,1.3050796787169012,0.9171783180147305,502.76996543941493,708.4107014718955
12511,0.0,0.0,266.0,0.0,0,0.0,0.3200607493313059,1.0,406.30186990676947,-451.7475997070384
12514,1.0,374.0,479.0,1017.68,0,0.0,0.44574162621588836,0.9093915754344186,1038.6989104991133,499.7530686029455
12515,0.0,0.0,191.0,0.0,0,0.0,0.4113854840305739,1.0,406.30186990676947,-580.423350537243
12516,2.0,419.0,437.0,561.1500000000001,1,656.86,0.8135128633113016,0.9585499329193785,569.5589512878616,500.1104708956551
12517,0.0,0.0,28.0,0.0,3,1551.9,1.0923118176549471,1.0,406.30186990676947,-1538.3746449685668
12519,0.0,0.0,314.0,0.0,1,276.84000000000003,0.2802787777146463,1.0,406.30186990676947,-395.6712677380158
12520,2.0,69.0,111.0,310.07,2,828.7,2.1901109146563282,0.9250244236762082,317.349722207161,749.105694093738
12523,15.0,480.0,570.0,181.214,7,1217.58,3.713302161837588,0.9395972935005483,182.10389056469293,730.0740506783313
12524,12.0,465.0,507.0,652.9058333333334,2,1201.24,3.4763607334990385,0.9811760495313775,654.3706138024847,2455.808032030559
12525,2.0,149.0,485.0,203.65,0,0.0,0.521941875119605,0.6729876136905395,210.4510996216577,118.5704143379483
12527,3.0,235.0,367.0,117.30666666666669,1,63.79,1.2256552981476108,0.9058864371177902,121.57544812808268,160.81101032264297
12528,1.0,36.0,150.0,242.13,4,963.82,0.9783163431595293,0.803215956897234,256.14134168613197,270.153777098762
12529,0.0,0.0,366.0,0.0,0,0.0,0.2470323590900662,1.0,406.30186990676947,-348.79474951402983
12530,6.0,409.0,480.0,379.16333333333336,2,785.28,1.8877601917310138,0.9650746475372225,381.68592597726075,777.8070244708113
12531,0.0,0.0,524.0,0.0,1,125.22,0.18161745175648714,1.0,406.30186990676947,-256.5237752517645
12533,1.0,111.0,576.0,401.97,0,0.0,0.2603208605994885,0.6245357558909248,417.42559389303926,117.31116024004154
12535,0.0,0.0,24.0,0.0,1,344.9,1.1390181956412408,1.0,406.30186990676947,-1604.0236617177613
12537,0.0,0.0,246.0,0.0,0,0.0,0.3401889813833315,1.0,406.30186990676947,-480.1143604226338
12538,0.0,0.0,216.0,0.0,1,363.95,0.3756396200468836,1.0,406.30186990676947,-530.0661870944838
12539,4.0,454.0,554.0,1246.7575,1,1050.66,1.1525325214151743,0.954530355124131,1252.4908383064312,1558.4460267989916
12540,20.0,546.0,570.0,640.4085,10,6113.72,5.1626181537562035,0.9902880512594362,641.2815078301669,3574.4370697485247
12541,1.0,107.0,118.0,195.74,1,361.04,1.3223017776289012,0.9282921279864292,209.3321796498555,298.33506647939504
12542,1.0,156.0,478.0,117.09,0,0.0,0.3742912601285928,0.7622350336811495,129.9715287735213,52.50971985089969
12543,0.0,0.0,286.0,0.0,0,0.0,0.3021862318172364,1.0,406.30186990676947,-426.5537796980158
12545,0.0,0.0,97.0,0.0,1,288.24,0.6413335044441457,1.0,406.30186990676947,-904.1556265898189
12547,2.0,303.0,338.0,75.9,0,0.0,1.0035311442760613,0.9523958126934085,82.12654563464359,88.93466059594168
12548,0.0,0.0,4.0,0.0,0,0.0,1.4500990932702436,1.0,406.30186990676947,-2041.1540228988717
12549,3.0,122.0,535.0,337.42,0,0.0,0.33094442574756266,0.3382329128097157,342.34776480131933,122.31213215981614
12551,0.0,0.0,195.0,0.0,0,0.0,0.4052142629622669,1.0,406.30186990676947,-571.7303398076261
12553,6.0,219.0,261.0,307.18333333333334,5,1777.66,3.132334321108017,0.9654637997260012,309.59833884938405,1046.2495552921866
12554,0.0,0.0,286.0,0.0,0,0.0,0.3021862318172364,1.0,406.30186990676947,-426.5537796980158
12555,0.0,0.0,520.0,0.0,0,0.0,0.18284279410935925,1.0,406.30186990676947,-258.25268247438464
12557,5.0,466.0,560.0,1801.432,2,7136.34,1.392670878219289,0.9590087959660266,1807.0117844666245,2716.942519064318
12559,1.0,9.0,157.0,75.60000000000001,0,0.0,0.8237516509388287,0.6977403136603116,88.10664123557972,78.2490503473609
12561,0.0,0.0,140.0,0.0,0,0.0,0.5106216799655955,1.0,406.30186990676947,-720.1732217663498
12562,3.0,259.0,273.0,499.47,5,2538.51,1.6689066405184616,0.9691060263714918,504.88291601235306,909.0669985066661
12563,0.0,0.0,246.0,0.0,0,0.0,0.3401889813833315,1.0,406.30186990676947,-480.1143604226338
12564,0.0,0.0,99.0,0.0,0,0.0,0.6337778844638563,1.0,406.30186990676947,-893.5232660370684
12565,0.0,0.0,126.0,0.0,0,0.0,0.5468820456633449,1.0,406.30186990676947,-771.2209026187913
12567,10.0,487.0,504.0,719.5020000000001,3,3060.18,2.9634564064923805,0.9880855262183286,721.3196874546835,2307.642290161415
12568,0.0,0.0,482.0,0.0,0,0.0,0.19536567375496217,1.0,406.30186990676947,-275.9207986971781
12569,4.0,69.0,90.0,185.445,25,2110.95,4.5024326473751035,0.9604068107022506,188.7970734800408,916.0403048180021
12570,0.0,0.0,520.0,0.0,0,0.0,0.18284279410935925,1.0,406.30186990676947,-258.25268247438464
12573,4.0,238.0,303.0,141.34750000000005,0,0.0,1.916863182902765,0.9507351817310775,144.60063200363146,299.0801880702362
12574,0.0,0.0,153.0,0.0,0,0.0,0.4810240221155044,1.0,406.30186990676947,-678.4992547845761
12575,1.0,69.0,364.0,263.02,0,0.0,0.41728502660074956,0.6736945317839715,277.22009561882896,124.8323915135672
12576,4.0,308.0,364.0,218.4475,3,894.1800000000001,1.6668085772931274,0.9613534448503764,221.87362112617043,399.1128258020202
12577,3.0,377.0,574.0,325.28,2,426.76,0.8316746705787578,0.9045944406085792,330.17141962574414,296.4588628465309
12578,2.0,113.0,281.0,1068.37,1,989.85,0.994679728825985,0.812636575936537,1079.0601667343844,1157.9872848421996
12580,1.0,330.0,414.0,379.7,0,0.0,0.5069624802520915,0.912325056984903,394.9543708159132,216.0960837077603
12582,3.0,339.0,415.0,327.7633333333334,0,0.0,1.1599982518127807,0.9511508253426372,332.6621876531477,416.4973417470696
12583,18.0,562.0,571.0,468.4794444444445,8,3315.51,4.671510561564512,0.9936361448874628,469.36392700673224,2367.314941215609
12584,1.0,95.0,118.0,159.11,7,1715.41,1.31027781941421,0.9198509794174919,172.37120518577257,243.42536715366293
12585,1.0,117.0,189.0,669.25,0,0.0,0.9232637080284279,0.8917364889731287,687.1206322430279,684.1054645348821
12586,2.0,349.0,561.0,721.6899999999999,1,196.94000000000003,0.6103273860000983,0.8942974139955285,730.8209778794485,481.53721294751773
12588,1.0,198.0,435.0,294.98,1,174.89999999999998,0.44264017125779237,0.8309799734891533,309.4688737753152,147.84688345790605
12589,2.0,268.0,527.0,1029.365,2,574.68,0.6101529979836573,0.8460351963403588,1039.879742246999,684.9447652881189
12590,0.0,0.0,49.0,0.0,0,0.0,0.8992261633284803,1.0,406.30186990676947,-1266.9187648445659
12591,2.0,91.0,246.0,271.0,0,0.0,1.090212915551378,0.8022357068052828,278.104005383109,327.06371364575233
12592,1.0,306.0,357.0,213.8,1,187.8,0.579459419522081,0.9204999259097917,227.55536280086116,142.28904651756042
12593,0.0,0.0,56.0,0.0,2,182.1,0.8493018283049917,1.0,406.30186990676947,-1196.7127168388763
12594,10.0,463.0,484.0,324.07000000000005,3,1530.27,3.066561439378215,0.9869470582739562,325.5332725658487,1077.6425270849522
12595,0.0,0.0,342.0,0.0,0,0.0,0.26133816453654984,1.0,406.30186990676947,-368.9670145636216
12596,0.0,0.0,80.0,0.0,1,236.32,0.7137114034679605,1.0,406.30186990676947,-1005.9929987762362
12597,1.0,85.0,106.0,688.66,2,2074.41,1.3999324848882924,0.920256288777352,706.7060134701054,1066.18851307518
12598,4.0,428.0,486.0,487.84,5,1665.34,1.3085544440732253,0.9660191689793756,491.870556563182,694.8001970722277
12599,9.0,413.0,415.0,131.42222222222222,3,380.44,3.1830061125370994,0.9900363783147087,132.85637352164682,456.4454912679443
12600,16.0,528.0,570.0,187.59,4,1139.08,4.133038855915512,0.9830595084389508,188.42781170571837,840.8185198465706
12601,5.0,215.0,242.0,97.412,0,0.0,2.843660577734733,0.9722074095693783,99.93451125431449,306.56605007153314
12604,0.0,0.0,99.0,0.0,1,75.67999999999999,0.6337778844638563,1.0,406.30186990676947,-893.5232660370684
12605,2.0,82.0,296.0,451.98,0,0.0,0.8212017793992805,0.6994530013209376,459.8979606126183,407.4831419532866
12606,0.0,0.0,520.0,0.0,0,0.0,0.18284279410935925,1.0,406.30186990676947,-258.25268247438464
12608,0.0,0.0,242.0,0.0,0,0.0,0.3445231496871365,1.0,406.30186990676947,-486.2220263568256
12609,7.0,533.0,557.0,348.16285714285715,1,290.12,1.9416959750383735,0.9836186378677515,350.28490988037004,734.3040896486648
12613,6.0,528.0,563.0,552.4,1,1755.86,1.6655092739640927,0.9795057069988654,555.1815261728185,998.2911005701269
12614,0.0,0.0,115.0,0.0,0,0.0,0.5792207710478405,1.0,406.30186990676947,-816.7411418517563
12615,3.0,463.0,469.0,898.35,3,1512.45,1.0674420994543472,0.9723315456816453,904.9570975307555,1042.7281878647173
12616,1.0,91.0,226.0,219.6,1,421.7,0.7574058140473252,0.8355142972685276,233.40776934991058,190.67542718509068
12619,2.0,326.0,398.0,297.83,6,2349.9,0.8658144415681557,0.9420004645322103,305.0546729640999,285.05445866063
12620,0.0,0.0,42.0,0.0,2,741.75,0.9554513120835738,1.0,406.30186990676947,-1345.9757453491325
12621,24.0,492.0,506.0,696.3441666666668,8,5146.5,6.8646934346227875,0.9932299911640268,697.0924969711308,5166.075514454036
12622,0.0,0.0,70.0,0.0,0,0.0,0.7645280916069429,1.0,406.30186990676947,-1077.4795097282342
12623,6.0,420.0,534.0,319.3533333333333,0,0.0,1.683590702774347,0.944916170562731,321.7865291153782,584.8726978079462
12624,0.0,0.0,15.0,0.0,1,305.19,1.2604926579097848,1.0,406.30186990676947,-1774.7415662971707
12625,3.0,385.0,434.0,1266.3966666666668,0,0.0,1.1287523315278438,0.961650190115716,1274.1056357558934,1552.2910709316577
12626,1.0,10.0,164.0,142.1,6,4135.64,0.7920589873590695,0.6914914065821869,155.2075094272672,132.54567395002374
12629,1.0,38.0,261.0,613.86,0,0.0,0.5500423328040082,0.6781442367194562,631.2301496996058,374.54421068868487
12631,3.0,237.0,531.0,700.9633333333333,1,480.5,0.7405904033898846,0.751913355609089,706.9794874492461,565.235196688972
12632,1.0,44.0,402.0,374.56,0,0.0,0.318881136807229,0.5596896448664143,389.7679277707211,134.13647163602764
12633,4.0,329.0,363.0,680.335,2,398.43,1.685878269483405,0.9701201264071986,684.7974572265174,1245.9238571765322
12634,0.0,0.0,386.0,0.0,0,0.0,0.23625678282200122,1.0,406.30186990676947,-333.59884179787724
12635,1.0,64.0,294.0,455.9,2,1509.18,0.5334134036157547,0.7228765692718233,471.8428844430799,271.54129562375743
12637,6.0,304.0,381.0,634.7033333333334,4,3579.75,2.2693116501294495,0.9519598231834002,637.6078767227123,1561.6289177256358
12638,0.0,0.0,477.0,0.0,1,511.69,0.19714243323561448,1.0,406.30186990676947,-278.4274028472428
12639,2.0,389.0,465.0,429.395,0,0.0,0.7594221765394469,0.9440375614412564,437.2113848646988,358.39482103174254
12643,8.0,439.0,449.0,565.425,1,1067.22,2.660072204727848,0.9873210627479829,567.5249611002947,1629.5816266361587
